"","panjivarecordid","billOfLadingNumber","shpmtDate","shpName","shpFullAddress","shpRoute","shpCity","shpStateRegion","shpPostalCode","shpCountry","shpPanjivaId","shpOriginalFormat","carrier","shpmtDestination","portOfLading","portOfLadingRegion","portOfLadingCountry","portOfUnlading","portOfUnladingRegion","portofUnladingCountry","placeOfReceipt","vessel","vesselCountry","transportFlightCode","isContainerized","volumeTEU","itemquantity","weightkg","weightt","weightoriginalformat","valueofgoodsusd","equipmenttype","equipmentdimensions","dividedlcl","filedate"
"872",32704603,"MEDUKB667179",2020-01-01,"Swift Pork Co.","1770 PROMONTORY CIRCLE GREELEY, CO 80634","1770 Promontory Circle","Greeley","Colorado","80634","United States","38623751","Swift Pork Company","MSCU - Msc Mediterranean Shipping Company S A","China","Port of Long Beach, Long Beach, California","Pacific Region","United States","Tsingtao, China","Eastern Asia","China","Kansas City, Ks","Msc Rania","","",1,2,"See Container Quantities column","25319.92",25.31992,"25319.92 kg","57000",NA,"","",2020-01-26
"873",37567747,"NAM3743630",2020-01-19,"The Delong Co. Inc.","214 ALLEN STREET CLINTON, WI 53525","214 Allen Street","Clinton","Wisconsin","53525","United States","27763730","The Delong Co., Inc.","CMDU - Cma Cgm","Sri Lanka","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Colombo, Sri Lanka","Southern Asia","Sri Lanka","","Cma Cgm Norma","","",1,12,"See Container Quantities column","136107",136.107,"136107.0 kg","47400",NA,"","",2020-02-10
"874",37588827,"ONEYRICVKM145400",2020-01-19,"Ch Robinson","1501 N MITTEL BLVDSUITE A WOOD DALE IL 60191","1501 North Mittel Boulevard","Wood Dale","Illinois","60191","United States","27772038","C.H. Robinson International Inc","ONEY - Ocean Network Express Pte Ltd","Belgium","New York, New York","New York Region","United States","Antwerp, Belgium","Western Europe","Belgium","Us New York, Ny","Budapest Bridge","","",1,2,"See Container Quantities column","19039.09",19.03909,"19039.09 kg","47100",NA,"","",2020-02-11
"875",32700317,"MEDUKB613892",2020-01-01,"Mts Logistics Inc.","5 WEST 37TH STREET SUITE 300 NEW YORK, NY 10018","","","","","United States","27866979","Mts Logistics Inc 5 West 37 Th Street Suite 300 New York, Ny 10018","MSCU - Msc Mediterranean Shipping Company S A","Ukraine","Houston, Houston, Texas","Southwest Region","United States","Juzhny, Ukraine","Eastern Europe","Ukraine","","Msc Judith","","",1,4,"See Container Quantities column","47598",47.598,"47598.0 kg","44900",NA,"","",2020-01-25
"876",32700277,"MEDUKB610567",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","Turkey","Houston, Houston, Texas","Southwest Region","United States","Alexandretta, Turkey","Western Asia","Turkey","","Msc Judith","","",1,14,"See Container Quantities column","139115",139.115,"139115.0 kg","222000",NA,"","",2020-01-25
"877",32700217,"MEDUKB588292",2020-01-01,"Unitcargo Container Line","4544 POST OAK PLACE DRIVE HOUSTON, TX 77027","4544 Post Oak Place Drive","Houston","Texas","77027","United States","33911813","Unitcargo Container Line Inc. Paul Zaccheo 4544 Post Oak Place Ste. 180 Houston, Tx 77027 Phone No : 713 728 3585","MSCU - Msc Mediterranean Shipping Company S A","Algeria","Houston, Houston, Texas","Southwest Region","United States","Alger, Algeria","Northern Africa","Algeria","","Msc Judith","","",1,4,"See Container Quantities column","47796",47.796,"47796.0 kg","45000",NA,"","",2020-01-25
"878",33235463,"MEDUUS608849",2020-03-21,"The Freeman Co.","415 MAGNOLIA STREET WINCHESTER, KY 40392","Magnolia Street","Winchester","Kentucky","40391","United States","45896405","The Freeman Corporation","MSCU - Msc Mediterranean Shipping Company S A","Cambodia","New York, New York","New York Region","United States","All Ports In Cambodia, Cambodia","South-Eastern Asia","Cambodia","Cincinnati, Oh","Cap Andreas","","",1,2,"See Container Quantities column","18822",18.822,"18822.0 kg","",NA,"","",2020-04-13
"879",38573695,"ONEYRICAC2931300",2020-06-13,"Kubota America Corp.","ATLANTA GA 30501","2715 Ramsey Road","Gainesville","Georgia","30501","United States","27850761","Kubota Mfg Of America Corp.","ONEY - Ocean Network Express Pte Ltd","Japan","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Kobe, Japan","Eastern Asia","Japan","Us Charleston, Sc","Conti Contessa","","",1,2,"See Container Quantities column","10110",10.11,"10110.0 kg","",NA,"","",2020-07-06
"880",38573875,"ONEYRICAR0562700",2020-06-13,"Kapstone Charleston Kraft Llc","5600 VIRGINIA AV CHARLESTON SC 29406 US","5600 Virginia Avenue","Charleston","South Carolina","29406","United States","2368890","Westrock Charleston Kraft Llc","ONEY - Ocean Network Express Pte Ltd","South Korea","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Charleston, Sc","Conti Contessa","","",1,2,"See Container Quantities column","22131",22.131,"22131.0 kg","15800",NA,"","",2020-07-06
"881",32703997,"MEDUKB599125",2020-01-01,"Cedars Express International Inc.","2751 E. EL PRESIDIO ST CARSON CA 90810","960 East Walnut Street","Carson","California","90746","United States","4169210","Cedars Express International Inc. Mike 2751 E. El Presidio St. Carson, Ca 90810 Phone No : 13106080306 Fax No : 13106080311","MSCU - Msc Mediterranean Shipping Company S A","Jordan","Port of Long Beach, Long Beach, California","Pacific Region","United States","Al Aqabah, Jordan","Western Asia","Jordan","","Msc Rania","","",1,2,"See Container Quantities column","6225",6.225,"6225.0 kg","",NA,"","",2020-01-26
"882",33235553,"MEDUUS672498",2020-03-21,"Swift Pork Co.","1770 PROMONTORY CIRCLE GREELEY, CO 80634","1770 Promontory Circle","Greeley","Colorado","80634","United States","38623751","Swift Pork Company","MSCU - Msc Mediterranean Shipping Company S A","China","New York, New York","New York Region","United States","Tianjin, China","Eastern Asia","China","Chicago, Il","Cap Andreas","","",1,2,"See Container Quantities column","24422.29",24.42229,"24422.29 kg","63800",NA,"","",2020-04-13
"883",33235913,"SUDU20001AM6Q00L",2020-03-21,"Rich Products Corp.","1 ROBERT RICH WAY - BUFFALO - NY - 14202","","Fullerton","California","92831","United States","27771662","Rich Products Corporation","SUDU - Hamburg Sued","Peru","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Callao, Peru","South America","Peru","Charleston Sc Us","Spirit Of Melbourne","","",1,2,"See Container Quantities column","17129.91",17.12991,"17129.91 kg","43200",NA,"","",2020-04-13
"884",32705773,"MEDUKB567833",2020-01-01,"Tt Ocean Logistics Llc","10201 NW 112TH AVENUE SUITE 20 MIAMI, FL 33178","10811 Northwest 122nd Street","Miami","Florida","33178","United States","27821623","Tt Ocean Logistics, Llc","MSCU - Msc Mediterranean Shipping Company S A","Brazil","Port of Virginia, Norfolk, Virginia","Southeast Region","United States","Sao Paulo, Brazil","South America","Brazil","Broomfield, Co","Msc Carolina","","",1,1,"See Container Quantities column","1462.9",1.4629,"1462.9 kg","",NA,"","",2020-01-26
"885",32704117,"MEDUKB611029",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","Germany","Port of Long Beach, Long Beach, California","Pacific Region","United States","Bremerhaven, Germany","Western Europe","Germany","","Msc Rania","","",1,2.25,"See Container Quantities column","7320",7.32,"7320.0 kg","",NA,"","",2020-01-26
"886",33236093,"MEDUUS561196",2020-03-21,"Nestle","RUE ENTRE-DEUX VILLES 12 P.O BOX 380 LA TOUR-DE-PEILZ, SWITZERLAND 1814","12 Rue dEntre-deux-Villes","La Tour-de-Peilz","Vaud","1814","Switzerland","33757812","Nestle","MSCU - Msc Mediterranean Shipping Company S A","Israel","Baltimore, Maryland","Northeast Region","United States","Ashdod, Israel","Western Asia","Israel","Mechanicsburg, Pa","Msc Maria Elena","","",1,2,"See Container Quantities column","18574.61",18.57461,"18574.61 kg","37800",NA,"","",2020-04-13
"887",32704723,"MEDUKB626126",2020-01-01,"Swift Pork Co.","1770 PROMONTORY CIRCLE GREELEY, CO 80634","1770 Promontory Circle","Greeley","Colorado","80634","United States","38623751","Swift Pork Company","MSCU - Msc Mediterranean Shipping Company S A","China","Port of Long Beach, Long Beach, California","Pacific Region","United States","Tianjin, China","Eastern Asia","China","Kansas City, Ks","Msc Rania","","",1,2,"See Container Quantities column","24417.1",24.4171,"24417.1 kg","64800",NA,"","",2020-01-26
"888",33234923,"MEDUUS591920",2020-03-21,"Cv International USA","8048 NW 14TH ST DORAL FLORIDA 33126","8048 Northwest 14th Street","Doral","Florida","33126","United States","38969072","Oti Cargo Inc","MSCU - Msc Mediterranean Shipping Company S A","Trinidad and Tobago","Houston, Houston, Texas","Southwest Region","United States","Port Of Spain, Trinidad and Tobago","Caribbean","Trinidad and Tobago","","Gsl Valerie","","",1,2,"See Container Quantities column","20133.14",20.13314,"20133.14 kg","",NA,"","",2020-04-13
"889",38573635,"ONEYRICAJ7156500",2020-06-13,"Intl Paper","1740 INTERNATIONAL DRIVE MEMPHIS TN 38197 MEMPHIS TENNESSEE 38197","","","","","United States","45991621","International Paper","ONEY - Ocean Network Express Pte Ltd","Japan","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Kobe, Japan","Eastern Asia","Japan","Us Charleston, Sc","Conti Contessa","","",1,30,"See Container Quantities column","317681",317.681,"317681.0 kg","",NA,"","",2020-07-06
"890",32704197,"MEDUKB605740",2020-01-01,"Savino Del Bene USA","1065 EAST NORTHWEST HIGHWAY GRAPEVINE TX 76051 USA","1065 Texan Trail","Grapevine","Texas","76051","United States","27763132","Savino Del Bene Usa   Dallas 600 East Dallas Road, Suite 100 Grapevine, Tx 76051","MSCU - Msc Mediterranean Shipping Company S A","Italy","Port of Long Beach, Long Beach, California","Pacific Region","United States","Genoa, Italy","Western Europe","Italy","Dallas, Tx","Msc Rania","","",1,2,"See Container Quantities column","15785.05",15.78505,"15785.05 kg","2122000",NA,"","",2020-01-26
"891",37589147,"ONEYRICA06003800",2020-01-19,"Eko Worldwide Llc Minneapoli","2945 LONE OAK DRIVE, UITE 160 UITE 160 EAGAN MN 55121 UNITED TATE PHONE: +1 (651) 454-6311","2945 Lone Oak Drive","Eagan","Minnesota","55121","United States","45129407","Seko Worldwide Llc   Minneapolis","ONEY - Ocean Network Express Pte Ltd","France","New York, New York","New York Region","United States","London, United Kingdom","Northern Europe","United Kingdom","Us New York, Ny","Budapest Bridge","","",1,2,"See Container Quantities column","5748",5.748,"5748.0 kg","15900",NA,"","",2020-02-11
"892",37588907,"ONEYRICVLA380300",2020-01-19,"Kuehne Nagel Inc.","7850 NW 25TH ST DORAL FLORIDA 33122 USA","7850 Northwest 25th Street","Doral","Florida","33122","United States","27802287","Kuehne + Nagel, Inc. Fmc 001162 Nf Agent Of Blue","ONEY - Ocean Network Express Pte Ltd","Belgium","New York, New York","New York Region","United States","Antwerp, Belgium","Western Europe","Belgium","Us New York, Ny","Budapest Bridge","","",1,2,"See Container Quantities column","15292.12",15.29212,"15292.12 kg","6600",NA,"","",2020-02-11
"893",32695695,"SUDU29001AKVPSXR",2020-01-01,"Asia Shipping USA","BUILDING 3 - SUITE 370 3200 NW 67TH AVE MIAMI, FL 33122 PHONE NO : 954 416 1760 FAX NO : +1.305.889.1791","3200 Northwest 67th Avenue","Miami","Florida","33122","United States","38926785","Asia Shipping Usa Inc.","SUDU - Hamburg Sued","Brazil","The Port of Charleston, Charleston, South Carolina","Southeast Region","United States","Sao Paulo, Brazil","South America","Brazil","Charleston Sc Us","Maersk Memphis","","",1,1,"See Container Quantities column","3110.73",3.11073,"3110.73 kg","",NA,"","",2020-01-22
"894",32704377,"MEDUKB599604",2020-01-01,"Direct Relief International","27 SOUTH LA PATERA LANE SANTA BARBARA, CA 93117","27 South La Patera Lane","Goleta","California","93117","United States","1965784","Direct Relief 6100 Wallace Becknell Road Santa Barbara Santa Barbara, Ca 93117","MSCU - Msc Mediterranean Shipping Company S A","Venezuela","Port of Long Beach, Long Beach, California","Pacific Region","United States","Caracas, Venezuela","South America","Venezuela","","Msc Rania","","",1,4,"See Container Quantities column","20911",20.911,"20911.0 kg","",NA,"","",2020-01-26
"895",37589047,"ONEYRICVJD314800",2020-01-19,"Vanguard International USA Inc.","300 MIDDLESEX AVENUE CARTERET, NJ 07008 CONTACT: NYC FCL DOCS BALTIMORE MARYLAND 21224","300 Middlesex Avenue","Carteret","New Jersey","07008","United States","36985412","Vanguard Logistics Services (Usa), Inc. Dba Dcl","ONEY - Ocean Network Express Pte Ltd","Germany","New York, New York","New York Region","United States","Hamburg, Germany","Western Europe","Germany","Us New York, Ny","Budapest Bridge","","",1,2,"See Container Quantities column","12707.84",12.70784,"12707.84 kg","106000",NA,"","",2020-02-11
"896",32704457,"MEDUKB375468",2020-01-01,"Primex International Trading Corp.","LOS ANGELES CA 91748","5777 West Century Boulevard","Los Angeles","California","90045","United States","45996768","Primex International Trading Corp. 5777 West Century Blvd, Suite1485 Los Angeles, Ca 90045 Phone No : 310) 410 1119","MSCU - Msc Mediterranean Shipping Company S A","Ukraine","Port of Long Beach, Long Beach, California","Pacific Region","United States","Juzhny, Ukraine","Eastern Europe","Ukraine","","Msc Rania","","",1,2,"See Container Quantities column","20447.94",20.44794,"20447.94 kg","169000",NA,"","",2020-01-26
"897",32696115,"SUDU29001AKXM5TK",2020-01-01,"Exxon Mobil","22777 SPRINGWOODS VILLAGE PARKWA WELLNESS 1, 5B.492 SPRING TEXAS 77389","22777 Springwoods Village Parkway","Spring","Texas","77389","United States","28158967","Exxon Mobil Corporation","SUDU - Hamburg Sued","Philippines","Houston, Houston, Texas","Southwest Region","United States","San Antonio, Chile","South America","Chile","Houston Tx Us","Monte Verde","","",1,12,"See Container Quantities column","152955",152.955,"152955.0 kg","143000",NA,"","",2020-01-22
"898",32696205,"SUDU20001AKVA5EF",2020-01-01,"Gava International Freight","500 COUNTRY CLUB DR BENSENVILLE IL 60106 UNITED STATES","500 Country Club Drive","Bensenville","Illinois","60106","United States","28235301","Gava International, Inc.","SUDU - Hamburg Sued","Brazil","Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida","Southeast Region","United States","Suape, Brazil","South America","Brazil","Port Everglades F","Dublin Express","","",1,1,"See Container Quantities column","4006.58",4.00658,"4006.58 kg","",NA,"","",2020-01-22
"899",32704537,"MEDUKB616945",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","Pakistan","Port of Long Beach, Long Beach, California","Pacific Region","United States","Port Muhammad Bin Qasim, Pakistan","Southern Asia","Pakistan","","Msc Rania","","",1,2,"See Container Quantities column","18700.44",18.70044,"18700.44 kg","17100",NA,"","",2020-01-26
"900",32704557,"MEDUKB634930",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","Pakistan","Port of Long Beach, Long Beach, California","Pacific Region","United States","Port Muhammad Bin Qasim, Pakistan","Southern Asia","Pakistan","","Msc Rania","","",1,2,"See Container Quantities column","11475.1",11.4751,"11475.1 kg","10500",NA,"","",2020-01-26
"901",37589307,"ONEYRICA02929700",2020-01-19,"Deere & Co.","CHICAGO IL 61265-8098","","Chicago","Illinois","","United States","33853776","Deere And Company","ONEY - Ocean Network Express Pte Ltd","Netherlands","New York, New York","New York Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Us New York, Ny","Budapest Bridge","","",1,2,"See Container Quantities column","3505.36",3.50536,"3505.36 kg","",NA,"","",2020-02-11
"902",32704657,"MEDUKB599539",2020-01-01,"Linear Shipping Inc.","8303 SOUTHWEST FREEWAY HOUSTON, TX 77074 UNITED STATES HOUSTON TEXAS 77074","8303 Southwest Freeway","Houston","Texas","77074","United States","28110880","Linear Shipping, Inc 8303 Southwest Freeway, Suite 700 Houston, Tx 77074","MSCU - Msc Mediterranean Shipping Company S A","Oman","Port of Long Beach, Long Beach, California","Pacific Region","United States","Mina Raysut, Oman","Western Asia","Oman","","Msc Rania","","",1,2,"See Container Quantities column","5976",5.976,"5976.0 kg","",NA,"","",2020-01-26
"903",32704677,"MEDUKB630110",2020-01-01,"Dapex","1600 LOWER RD LINDEN NJ UNITED STATES 07036 EMAIL DOCEXP DAPEX.NET LINDEN NJ","1600 Lower Road","Linden","New Jersey","07036","United States","36542410","Dapex 1600 Lower Road, Suite #6 Linden, Nj 07036","MSCU - Msc Mediterranean Shipping Company S A","Oman","Port of Long Beach, Long Beach, California","Pacific Region","United States","Mina Raysut, Oman","Western Asia","Oman","","Msc Rania","","",1,2,"See Container Quantities column","8481",8.481,"8481.0 kg","",NA,"","",2020-01-26
