"","panjivarecordid","billofladingnumber","arrivaldate","conname","confulladdress","conroute","concity","constateregion","conpostalcode","concountry","conpanjivaid","conoriginalformat","shpname","shpfulladdress","shproute","shpcity","shpstateregion","shppostalcode","shpcountry","shppanjivaid","shporiginalformat","carrier","notifyparty","notifypartyscac","billofladingtype","masterbillofladingnumber","shpmtorigin","shpmtdestination","shpmtdestinationregion","portofunlading","portofunladingregion","portoflading","portofladingregion","portofladingcountry","placeofreceipt","transportmethod","vessel","vesselvoyageid","vesselimo","iscontainerized","volumeteu","quantity","measurement","weightkg","weightt","weightoriginalformat","valueofgoodsusd","frob","manifestnumber","inbondcode","numberofcontainers","haslcl","filedate"
"760",184738395,"COSU6213348630",2020-01-15,"Dak Americas Llc","5925 CARNEGIE BOULEVARD SUITE 500 CHARLOTTE, NC 28209","3350 Cypress Gardens Road","Moncks Corner","South Carolina","29461","United States",27812318,"DAK AMERICAS LLC SUITE 500 7621 LITTLE AVENUE CHARLOTTE NC 28226 UNITED STATES TE9404963","Indo Rama Synthetics Ltd.","17F, GRAHA IRAMA JL. H. R. RASUNA SAID BLOK X-1, KAV. 1-2 JAKARTA, JAKARTA RAYA 12950","","","","","Indonesia",38989421,"INDO-RAMA SYNTHETICS TBK GRAHA IRAMA 17TH FLOOR JL. HR. RASU JAKARTA JAKARTA RAYA 12950 INDONESIA TE5261555","COSU - Cosco Shipping Lines Co Ltd","JOHN S. JAMES COMPANY SUITE 300 3820 FABER PLACE DRIVE, NORTH CHARLESTON SC 29405, UNITED STATES, TE5546400","","Simple","","Indonesia","The Port of Charleston, Charleston, South Carolina","Southeast Region","The Port of Charleston, Charleston, South Carolina","Southeast Region","Singapore, Singapore","South-Eastern Asia","Singapore","JAKARTA","Maritime","CMA CGM FIDELIO","0TUAD",9299642,1,10,"351 BAL","300 CM",123362,123.362,"123362 KG",154000,NA,593457,"",5,NA,2020-01-16
"761",195125120,"MEDUL0293828",2020-09-06,"Ikea Distribution Services","100 IKEA WAY WESTAMPTON NJ 08060 UNITED STATES OF AMERICA","100 Ikea Drive","Westampton","New Jersey","08060","United States",46006162,"IKEA SUPPLY AG 4604 196TH STREET EAST SPANAWAY WA 98387 UNITED STATES","Ikea Industries Portugal Lda.","AVENIDA CAPITAL DO MOVEL 157 PENAMAIOR 13 4595-355 PORTUGAL","157 Avenida Porta Capital do Móvel","Seroa","Porto","","Portugal",61395533,"IKEA INDUSTRY PORTUGAL, LDA AVENIDA CAPITAL DO MOVEL, 157-PACOS PENAMAIOR 13 4595-355 PORTUGAL","MEDU - Msc Meditterranean Shipping Company Sa","IKEA PURCHASING SERVICES (US) INC 3200 HORIZON DR. #120 SUITE G10, KING OF PRUSSIA PA 19406 UNITED STA  ;  GEODIS USA, INC. THE NAVY YARD 5101 S. BROAD STREET, PHILADELPHIA PA 19112 UNITED STATES","","Simple","","Portugal","Port of Seattle, Seattle, Washington","Pacific Region","Port of Seattle, Seattle, Washington","Pacific Region","Porto De Sines, Portugal","Southern Europe","Portugal","LEIXOES, PORTUGAL","Maritime","MSC ANTONELLA","030S",9702273,1,2,"834 CTN","54 X",15642,15.64,"15642 K",NA,NA,1,"",1,NA,2020-09-08
"762",184108845,"HNLTSZ19A23325",2020-01-01,"Mastercraft Distribution USA Inc.","3506 AIRPORT RD JONESBORO AR 72401 USA","3506 Airport Road","Jonesboro","Arkansas","72401","United States",39231747,"MASTERCRAFT DISTRIBUTION USA INC 3506 AIRPORT ROAD JONESBORO,AR 72401 USA","Mastercraft International","LIMITED UNIT 503 5/F TOWERB HUNGHOM COMMERCIAL CTR 37 MA TAU WAI RD HUNGHOM HK","39 Ma Tau Wai Road","","Kowloon","","Hong Kong",10306812,"MASTERCRAFT INTERNATIONAL LIMITED UNIT 503,5 F TOWER B, HUNGHOM COMMERCIAL CTR 37 MA TAU WAI ROAD HUNGHOM KOWLOON,HONG KONG","HNLT - Honour Lane Shipping Ltd","MASTERCRAFT DISTRIBUTION USA INC. 3506 AIRPORT ROAD, JONESBORO,AR 72401 USA","MEDU - Msc Meditterranean Shipping Company Sa","House","MEDUH4039770","Hong Kong","The International Port of Memphis, Memphis, Tennessee","South Central Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN","Maritime","MAERSK EDINBURGH","950N",NA,1,2,"1312 CTN","",6260,6.26,"6260 K",NA,NA,1,"Immediate Transportation (IT)",1,NA,2020-01-02
"763",184108855,"GMCC1912C04401V",2020-01-01,"Sherex Fastening Solutions Llc","400 RIVERMARK PARKWAY SUITE 600 TONAWANDA, NY 14150","400 Riverwalk Parkway","Tonawanda","New York","14150","United States",45983824,"SHEREX FASTENING SOLUTIONS LLC 400 RIVERWALK PARKWAY SUITE 600 TONAWANDA, NY 14150 U.S.A IN TRANSIT TONAWANDANY14150     US","Sherex Taiwan","NO.62 LANE 87 NANSHIH SEC.2 JHONGFONG RD. PINGJHEN CITY TAOYUAN COUNTY 324 TAIWAN","","Pingzhen City","Taoyuan County","324","Taiwan",33421486,"SHEREX TAIWAN, CO. 5F.,NO.62,LANE 87,NANSHIH SEC.2,JHONGFONG RD., PINGZHEN DIST., TAOYUAN CITY 324, TAIWAN TAOYUANTW","GMCC - Gmc Inc","","HDMU - Hyundai Merchant Marine","House","HDMUTYTO0921129","Taiwan","Port of Tacoma, Tacoma, Washington","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Kaohsiung, Taiwan","Eastern Asia","Taiwan","KAOHSIUNG","Maritime","HYUNDAI INTEGRAL","089E",9347592,1,1,"686 CTN","12 X",9385,9.385,"9385 K",32000,1,1,"",1,NA,2020-01-02
"764",194873850,"IILU98232709",2020-09-01,"Rittal North America Llc","ONE RITTAL PLACE URBANA OH 43078 US FX","","Urbana","Ohio","43078","United States",62133824,"RITTAL NORTH AMERICA LLC 1 RITTAL PLACE URBANA, OH 43078 UNITED STATES","Meleghy Automotive GmbH & Co Kg","BERLIN BE 57234","23 Dortmunder Straße","Wilnsdorf","Nordrhein-Westfalen","57234","Germany",62558874,"MELEGHY AUTOMOTIVE GMBH & CO. KG VERSAND WILNSDORF DORTMUNDER STRAE 23 57234 WILNSDORF, GERMANY","IILU - Independent Container Line Ltd","CARGO MODULES LLC 10 E MERRICK RD., SUITE 209, VALLEY STREAM, NY 11580 / USA, SHEILA.DACOSTA@CARGOMODULES.COM, TE","","Simple","","Germany","Port of Chester, Chester, Pennsylvania","Northeast Region","Port of Chester, Chester, Pennsylvania","Northeast Region","Antwerp, Belgium","Western Europe","Belgium","GERMANY","Maritime","INDEPENDENT SPIRIT","753W",9336191,1,0.14,"2 PCS","",743.891,0.74,"1640 LB",29000,NA,1,"",1,NA,2020-09-02
"765",195132550,"MEDULN859227",2020-09-05,"Gava Forwarding S.A. De C.V.","RFC GES040608K69 CAAT2JLI MONTECITO NO. 38 WTC PISO 17 OF. 30 COL. NAPOLES 03810 MEXICOD.F. MR ENRICO MEJANI","","Mexico City","Mexico City","","Mexico",36282697,"GAVA FORWARDING SA DE CV WTC MONTECITO NO. 38 PISO 17 OF 30 MEXICO CITY CMX 03810 MEXICO","Tribu NV","BRUSSELS BU 3740","72 Oude Heidestraat","Bilzen","Vlaanderen","3740","Belgium",59918765,"TRIBU NV OUDE HEIDESTRAAT 72 BILZEN VLI 3740 BELGIUM","MEDU - Msc Meditterranean Shipping Company Sa","GAVA FORWARDING SA DE CV WTC MONTECITO NO. 38 PISO 17 OF 30, MEXICO CITY CMX 03810 MEXICO","","Simple","","Belgium","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","La Spezia, Italy","Southern Europe","Italy","LA SPEZIA","Maritime","MSC BEIJING","033W",9289099,1,0.31,"2 PKG","",544,0.54,"544 K",NA,1,1,"",1,NA,2020-09-08
"766",195129290,"CMDURTM1017289",2020-09-07,"","","","","","","",NA,"","","","","","","","",NA,"","CMDU - Cma Cgm","","CMDU - Cma Cgm","House","CMDURTM1012258","Netherlands","Port of New Orleans, New Orleans, Louisiana","South Central Region","Port of New Orleans, New Orleans, Louisiana","South Central Region","Rotterdam, Netherlands","Western Europe","Netherlands","ROTTERDAM, NETHER","Maritime","CMA CGM WHITE SHARK","0VB6M",9317975,1,1,"1 PCS","",20000,20,"20000 KG",154000,NA,1,"",1,NA,2020-09-08
"767",184108915,"GCLEKOMM11192709",2020-01-01,"Resolution Products","2340 ENERGY PARK DRIVE ST. PAUL MN 55108 US","2340 Energy Park Drive","Saint Paul","Minnesota","55108","United States",71111051,"RESOLUTION PRODUCTS LLC 2340 ENERGY PARK DRIVE SUITE 100 ST. PAUL MN55108 US","Chowsons International Inc.","7F 190 CHUNG CHENG RD TAIPEI","Cheng Gong Road","","New Taipei City","241","Taiwan",42408305,"CHOWSONS INTERNATIONAL INC. 12F., NO. 190, CHUNG CHENG ROAD HSIN TIEN DIST NEW TAIPEI CITY, TA CN","GCLE - Global Container Line","GLOBAL TRANSPORTATION SVC INC 2201 SIXTH AVE SOUTH, SEATTLE WA98134 USDISPATCH","HDMU - Hyundai Merchant Marine","House","HDMUKETC0926399","Taiwan","Port of Portland, Portland, Oregon","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Kaohsiung, Taiwan","Eastern Asia","Taiwan","KAOHSIUNG","Maritime","HYUNDAI INTEGRAL","89E",9347592,1,0.07,"125 CTN","",720,0.72,"720 KG",NA,NA,362801,"Immediate Transportation (IT)",1,1,2020-01-02
"768",184108925,"HUAFSZA19120102",2020-01-01,"Jujin Packaging USA","15342AE. VALLEY BLVD CITY OF INDUSTRY CA 91746 USA","15342 Valley Boulevard","City of Industry","California","91746","United States",44560035,"JUJIN PACKAGING USA 365 CLOVERLEAF DRIVE, UNIT C BALDWIN PARK, CA 91706 CONTACT:VINCE CHENG TETEL:001(562)287 8888","Shenzhen Jujin Paper Pkg","CO. LTD NO.68 LIXIN NORTH RD DANZHUTOU NANWAN ST LONGGANG DISTRICT SHENZHEN CHINA","","Shenzhen","Guangdong","518112","China",34067127,"SHENZHEN JUJIN PAPER PACKAGING CO., LTD NO 9, LANZHU EAST RD PINGSHAN DISTRICT SHENZHEN CHINA TETEL:0755-89219089","HUAF - Hua Feng (Usa) Logistics Inc","JUJIN PACKAGING USA 365 CLOVERLEAF DRIVE, UNIT C, BALDWIN PARK, CA 91706, CONTACT:VINCE CHENG","MEDU - Msc Meditterranean Shipping Company Sa","House","MEDUH4232367","China","Illinois International Port District, Chicago, Illinois","North Central Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN,CHINA","Maritime","MAERSK EDINBURGH","950N",9456757,1,2,"418 CTN","47 CM",4190,4.19,"4190 KG",15800,NA,35616,"Immediate Transportation (IT)",1,NA,2020-01-02
"769",195139460,"MEDUVC109570",2020-09-06,"","","","","","","",85607008,"","Innos Trading","327 SILVERADO DR SE CALGARY AB T2X 0G2 CANADA TEL","","","","","Canada",38064172,"INNOS TRADING 327 SILVERADO DR SE CALGARY AB T2X 0G2 CANADA","MEDU - Msc Meditterranean Shipping Company Sa","","","Simple","","Canada","Port of Seattle, Seattle, Washington","Pacific Region","Port of Seattle, Seattle, Washington","Pacific Region","Vancouver, BC, Canada","North America","Canada","CALGARY, AB, CANA","Maritime","MSC ANTONELLA","030S",9702273,1,2,"5 UNP","40 X",9000,9,"9000 K",NA,1,1,"",1,NA,2020-09-08
"770",184108235,"BWLEFLR903722142",2020-01-01,"Vietri Inc.","343 ELIZABETH BRADY RD HILLSBOROUGH NC 27278 US","343 Elizabeth Brady Road","Hillsborough","North Carolina","27278","United States",32420338,"VIETRI INCORPORATED 343 ELIZABETH BRADY RD HILLSBOROUGH NC27278 US TE+19197325933","Italian Deco Srl","VIA PROV.LE LIMITESE 60 50050 CAPRAIAE LIMITE FIRENZE 39-05523861","","","Tuscany","","Italy",26654650,"ITALIAN DECO S.R.L. VIA PONTORMO, 49 POGGIO A CAIANO IT TE+390571594224","BWLE - Blue World Line","VIETRI INCORPORATED 343 ELIZABETH BRADY RD, HILLSBOROUGH NC27278 US TE+19197325933  ;  VIETRI INCORPORATED 343 ELIZABETH BRADY RD, HILLSBOROUGH NC27278 US FX+19197329903","BWLE - Blue World Line","House","CMDUGEN1089977","Italy","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","La Spezia, Italy","Western Europe","Italy","LA SPEZIA","Maritime","CMA CGM TOSCA","0MR4F",9299783,1,0.22,"74 CTN","",783,0.783,"783 KG",NA,NA,1,"",1,NA,2020-01-02
"771",194733120,"SHKK724900480655",2020-08-29,"General Cable De Mexico S.A. De C.V.","BLVD EMILIO SANCHEZ PIEDRAS 208 CD IND XICOHTENCATL TETLA TLAXCALA 90434 MX","208 Boulevard Emilio Sanchez Piedras","José María Morelos y Pavón","Tlaxcala","90430","Mexico",45970762,"GENERAL CABLE DE MEXICO SA DE CV 208 BLVD EMILIO SANCHEZ PIEDRAS TETLA DE LA SOLIDARI, TL  90434  MX","Prysmian Cables Spain S.A.","CTRA. C-15 KM. 2 E-08800 VILANOVAI LA GELTRU BARCELONA SPAIN / NIF ES A08395162","km 2 Carretera C-15","Vilanova i la Geltrú","Catalunya","08800","Spain",41681785,"PRYSMIAN CABLES SPAIN SAU 2 CARRETERA C-15 KM VILANOVA I LA GELTRU, B  08800  ES","SHKK - Schenkerocean Limited","","SUDU - Hamburg Sued","House","SUDU70BCN011945X","Spain","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","Barcelona, Spain","Southern Europe","Spain","VILANOVA I LA GEL","Maritime","SEALAND WASHINGTON","032W",NA,1,0.09,"2 DRM","",480,0.48,"480 KG",3100,1,1,"",1,1,2020-08-31
"772",184108255,"HLCUSS5191085901",2020-01-01,"5100 Com","IKEA SUPPLY AG 202 LITTLE HEARST PARKWAY PORT WENTWORTH GEORGIA 31407- UNITED STATES OF AMERICA","202 Little Hearst Parkway","Port Wentworth","Georgia","31407","United States",61191466,"5100-COM-68 IKEA SUPPLY AG 202 LITTLE HEARST PARKWAY PORT WENTWORTH, GEORGIA 31407 UNITED STATES OF AMERICA","Moveis Katzer Ltda","ESTEVãO BUSCHLE ST., 262 - DISTRICT 25 DE JULHO SãO BENTO DO SUL, SANTA CATARINA 89290-207","","","","","Brazil",4476164,"MOVEIS KATZER LTDA CGC/CNPJ  78.854.072/0001-93 RUA ESTEVAO BUSCHLE, 262 89.290.207 SAO BENTO DO SUL-SC-BRAZIL","HLCU - Hapag Lloyd A G","4432-COM-1 IKEA PURCHASING SERVICES US) INC., 3200 HORIZON DR. 120 SUITE G10, KING OF PRUSSIA, PA 19406, UNITED STATES OF AMERICA  ;  60024-ESP-1 GEODIS USA, INC., 5101 SOUTH BROAD STREET, PHILADELPHIA, PA - 19112 -, UNITED STATES OF AMERICA","","Simple","","Brazil","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Cartagena, Colombia","South America","Colombia","NAVEGANTES, SC, B","Maritime","NYK ROMULUS","052E",9416989,1,2,"504 PCS","",17204,17.204,"17204 K",NA,NA,1,"",1,NA,2020-01-02
"773",184106448,"FLXTFCNUS668381A",2020-01-01,"18 Th And Walnut Llc","VER) 515 GREENWICH ST NEW YORK NY 10013","515 Greenwich Street","New York","New York","10013","United States",39775780,"18TH AND WALNUT LLC (D/B/A DAGNE DO 515 GREENWICH ST, SUITE 504 NEW YORK, NY 10013-1097 NEW YORK NEW YORK UNITED STATES 10013","First Smart Asia Ltd.","YUWU CHIACHUNG IND DIST DONGGUAN GUANGDONG CHINA","","Dongguan","Guangdong","","China",41283298,"FIRST SMART ASIA LIMITED YUWU CHIACHUNG INDUSTRIAL DISTRICT DONGGUAN,GUANGDONG ,CHINA DONGGUAN GUANGDONG CHINA 523117","FLXT - Flexport International Llc","","","House","HDMUHKWB2072175","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN, CHINA","Maritime","MAERSK EDINBURGH","950N",9456757,1,6,"1500 CTN","1 CM",12125,12.125,"12125 KG",NA,NA,1,"",3,NA,2020-01-02
"774",184108275,"YMLUT616070364A",2020-01-01,"Moore And Giles","TANNERY ROW FOREST 24551","1081 Tannery Row","Forest","Virginia","24551","United States",27880761,"MOORE AND GILES 1081 TANNERY ROW FOREST VA 24551 UNITED STATES","Finco 1865 SpA .","VIA SAN ROCCO 120 FRAZIONE SAN LAZZARO 36061 BASSANO DEL GRAPPA VI TEITALY","120 Via San Rocco","Bassano del Grappa","Veneto","36061","Italy",67336132,"FINCO 1865 S.P.A. VIA S. ROCCO 120 36061 BASSANO DEL GRAPPA VI ITALY IVA IT00785430240","YMLU - Yang Ming Marine Transport Corp","MEADOWS WYE  CO. INC. FOREST AVENUE STATEN ISLAND 2506, NEW YORK NY 10303 UNITED STATES","","House","YMLUT616070364","Italy","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","La Spezia, Italy","Western Europe","Italy","LA SPEZIA   Italy","Maritime","CMA CGM TOSCA","009W",9299783,1,2,"18 PKG","",9760,9.76,"9760 KG",NA,NA,199551,"",1,NA,2020-01-02
"775",184108295,"YMLUT616070505B",2020-01-01,"Rizzoli","300 PARK AVENUE SOUTH 4TH FLOOR NEW YORK, NY 10010","300 Park Avenue South","New York","New York","10010","United States",27841208,"RIZZOLI INTERNATIONAL 300 PARK AVE S NEW YORK NY 10010 UNITED STATES","Graphicom S.R.L.","Via Dell Industria 11, Brugine, Padua, Italy, 35020","11 Via Industria","Zona Industriale","Veneto","35020","Italy",27132725,"GRAPHICOM SRL VIALE DELLINDUSTRIA 67 36100 VICENZA VI ITALY IVA IT03244040246","YMLU - Yang Ming Marine Transport Corp","MEADOWS WYE  CO. INC. 357227 FOREST AVENUE STATEN ISLAND, 2506 NEW YORK 10303 UNITED STATES, PHONE 718 99585056","","House","YMLUT616070505","Italy","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","La Spezia, Italy","Western Europe","Italy","LA SPEZIA   Italy","Maritime","CMA CGM TOSCA","009W",9299783,1,1.72,"1236 BOX","",16796,16.796,"16796 KG",NA,NA,199551,"",1,NA,2020-01-02
"776",184108305,"YMLUT616070576D",2020-01-01,"Hamilton County Park District /In","1865 LEONARD AV 43219 COLUMBUS - UNITEDSTATES [OHIO OH]DOUG SWIET RMANT 614-341- 614-221-8453","1865 Leonard Avenue","Columbus","Ohio","43219","United States",36157462,"HAMILTON PARKER COMPANY 1865 LEONARD AVENUE 43219 COLUMBUS - OH","Mirage Granito Ceramico SpA .","VIA GIARDINI NORD 22541026 PAVULLO (MO)","225 Via Giardini Nord","","Emilia-Romagna","41026","Italy",39234549,"MIRAGE GRANITO CERAMICO SPA VIA GIARDINI NORD  225 41026 PAVULLO (MO","YMLU - Yang Ming Marine Transport Corp","HAMILTON PARKER COMPANY 1865 LEONARD AVENUE 43219 COLUMBUS, - OH","","House","YMLUT616070576","Italy","Port Columbus International Airport, Columbus, Ohio","North Central Region","Port of Virginia, Norfolk, Virginia","Southeast Region","La Spezia, Italy","Western Europe","Italy","LA SPEZIA   Italy","Maritime","CMA CGM TOSCA","009W",9299783,1,0.36,"10 PKG","",6306,6.306,"6306 KG",NA,NA,199551,"Immediate Transportation (IT)",1,NA,2020-01-02
"777",195129610,"SMMBSSHA5061275",2020-09-07,"","","","","","","",NA,"","","","","","","","",NA,"","SMMB - Seamaster Logistics Inc","","SMMB - Seamaster Logistics Inc","House","ONEYSH9ER1178800","China","New York, New York","New York Region","New York, New York","New York Region","Shanghai, China","Eastern Asia","China","SHANGHAI","Maritime","HYUNDAI DREAM","039E",9637222,1,4,"4632 CTN","1 CM",15957,15.96,"15957 KG",NA,NA,480746,"",2,NA,2020-09-08
"778",184108335,"DCSD5761019B",2020-01-01,"Emilamerica Inc.","22701 DULLES SUMMIT COURT DULLES, VA 22701","22701 Dulles Summit Court","Sterling","Virginia","20166","United States",27839574,"EMILAMERICA INC. 22701 DULLES SUMMIT COURT SUITE 175 DULLES 20166 US","Emilceramica SpA","VIA GHIAROLA NUOVA, 29 FIORANO MODENESE, MODENA 41042","29 Via Ghiarola Nuova","Fiorano","Emilia-Romagna","41042","Italy",4442371,"EMILCERAMICA S.P.A. VIA GHIAROLA NUOVA, 29 FIORANO MODENESE 41042 IT","DCSD - Del Corona Scardigli","EMILAMERICA INC. 22701 DULLES SUMMIT COURT SUITE 175, DULLES 20166 US","OOLU - Orient Overseas Container Line Ltd","House","OOLU4049185579","Italy","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","La Spezia, Italy","Western Europe","Italy","LA SPEZIA","Maritime","CMA CGM TOSCA","4FW",NA,1,1,"576 PCS","",19820,19.82,"19820 K",NA,NA,1,"",1,NA,2020-01-02
"779",195133560,"MXYMMJSH20085074",2020-09-06,"Dtu Inc.","1970 SOUTH SERVICE ROADE SULLIV AN MO 63080 U.S.A","1970 South Service Road","Bourbon","Missouri","65441","United States",67038761,"DTU INC 1970 SOUTH SERVICE ROAD E, SULLIV AN, MO 63080 U.S.A","Jiangsu Shengchang Innovative","HOUSEHOLD MATERIALSCO. LTD. HENGLIN TOWN WUJIN DISTRICT CHANGZHOU CI TY JIANGSU PROVINCE CHINA","175号 Changsheng Road","Changzhou Shi","Jiangsu Sheng","","China",85234124,"JIANGSU SHENGCHANG INNOVATIVE HOUSEHOLD MATERIALSCO.,LTD. HENGLIN TOWN, WUJIN DISTRICT, CHANGZHOU CI TY,JIANGSU PROVINCE,CHINA","MXYM - Matrix Supply Chain Management (Shanghai) Co Ltd","DTU INC 1970 SOUTH SERVICE ROAD E, SULLIV, AN, MO 63080 U.S.A","CMDU - Cma Cgm","House","CMDUCNCP124386","China","Service Port-St. Louis, St. Louis, Missouri","North Central Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Shanghai, China","Eastern Asia","China","SHANGHAI","Maritime","PRESIDENT KENNEDY","0DB7V",NA,1,1,"1584 PKG","",19200,19.2,"19200 KG",NA,NA,1,"Immediate Transportation (IT)",1,NA,2020-09-08
"780",184108355,"LUFRXMA1901369",2020-01-01,"Diamond Tour Golf","202 LUCAS ST SYCAMORE IL 60178 US","202 Lucas Street","Sycamore","Illinois","60178","United States",59925013,"DIAMOND TOUR GOLF 202 LUCAS ST SYCAMORE, IL  60178 CONTACT: DAN PECK TET:8008265340 F:18164212233","Xiamen Progoal Sport Goods Co., Ltd.","CHENG NAN INDUSTRIAL DISTRICT TONGA","","","","","China",22737669,"XIAMEN PROGOAL SPORT GOODS CO.,LTD CHENG-NAN INDUSTRIAL DISTRICT TONGAN,XIAMEN,FJ 361100,CHINA TE5927029652","LUFR - Laufer Group International Ltd","LAUFER GROUP INTERNATIONAL LTD 9701 WEST HIGGINS ROAD, SUITE 840, ROSEMONT, IL 60018 US","LUFR - Laufer Group International Ltd","House","HDMUXIWB2084289","China","Illinois International Port District, Chicago, Illinois","North Central Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Xiamen, China","Eastern Asia","China","XIAMEN, CHINA","Maritime","MAERSK EDINBURGH","950N",NA,1,0.09,"29 CTN","",388,0.388,"388 KG",NA,NA,1,"Immediate Transportation (IT)",1,1,2020-01-02
"781",194858420,"IEGLE89KST1TVQ36",2020-09-01,"","","","","","","",84381818,"","Duan Jie","YANWEN EXPRESS 397 1 PINGLU RD ZH GUANGDONG SHANGHAI","403-1 Pinglu Road","","Shanghai Shi","200021","China",85932219,"DUAN JIE YANWEN EXPRESS 397 1 PINGLU ROAD ZH GUANGDONG, SHANGHAI","IEGL - Im Ex Global Inc","","","House","HDMUYNWB2317687","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN,CHINA","Maritime","HYUNDAI PRESTIGE","076E",NA,1,0,"1 PCS","",1,0,"1 KG",7,NA,1000,"",1,1,2020-09-02
"782",195138510,"MEDUUA151577",2020-09-06,"O L Industries De Papeis Ltda","RUA B501 CIS 44330000 SAO GONCALO DOS CAMPOS BA BRAZIL","","","Bahia","","Brazil",70748283,"O L INDUSTRIA DE PAPEIS LTDA RUA B, 501 - CIS SAO GONCALO DOS CAMPOS BA 44330-000","Gp Cellulose International Marketing Srl","AV LUIS A DE HERRERA 1248 OF 705 MONTEVIDEO","1248 Avenida Doctor Luis Alberto de Herrera","Montevideo","Departamento de Montevideo","11300","Uruguay",28287672,"GP CELLULOSE INTERNATIONAL MARKETIN WORLD TRADE CENTER FREE ZONE DR. LU MONTEVIDEO  11300 URUGUAY","MEDU - Msc Meditterranean Shipping Company Sa","O L INDUSTRIA DE PAPEIS LTDA RUA B, 501 - CIS, SAO GONCALO DOS CAMPOS BA 44330-000","","Simple","","Uruguay","Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida","Southeast Region","Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida","Southeast Region","Freeport, Grand Bahama I, Bahamas","Caribbean","Bahamas","MOBILE","Maritime","HARMONY N","035R",9309411,1,24,"396 PKG","446 X",304640,304.64,"304640 K",NA,1,1,"",12,NA,2020-09-08
"783",184108435,"KWEO113045526500",2020-01-01,"Advanced Composites","1062 FOURTH AVENUE SIDNEY, OH 45365","1062 4th Avenue","Sidney","Ohio","45365","United States",27803218,"ADVANCED COMPOSITES, INC. 2840 HOWARD ST SIDNEY OH45365 US","Prime Polymer Co., Ltd.","Shiodome City Center, 1-5-2 Higashi-Shimbashi, Minato-ku, Tokyo, Japan, 105-7117","","Minato-ku","Tōkyō-to","105-0021","Japan",29717131,"PRIME POLYMER CO., LTD. SHIODOME CITY CENTER, 1-5-2 HIGASHI SHIMBASHI MINATO-KU TO105-7122 JP","KWEO - Kintetsu World Express Inc","","","House","HDMUTKWB1784507","Japan","Port of Tacoma, Tacoma, Washington","Pacific Region","Port of Tacoma, Tacoma, Washington","Pacific Region","Busan, South Korea","Eastern Asia","South Korea","TOKYO","Maritime","HYUNDAI INTEGRAL","089E",NA,1,2,"30 BAG","",18206,18.206,"18206 KG",27200,1,366035,"",1,NA,2020-01-02
